GeneID,Gene,Annotation_New,KEGG_Pathway,KEGG2,KEGG1,D11,L1,L6,L11,D1,D6,2D11,2L1
CwatDRAFT_0790,gap1,"Glyceraldehyde-3-phosphate dehydrogenase, type I",Glycolysis/Gluconeogenesis,Carbohydrate metabolism,Metabolism,9.15,6.82,7.68,13.19,13.95,14.21,8.56,6.87
CwatDRAFT_1105,glcD,Glycolate oxidase subunit GlcD,Glyoxylate and dicarboxylate metabolism,Carbohydrate metabolism,Metabolism,11.03,11.36,11.31,10.79,10.11,9.63,9.88,10.74
CwatDRAFT_1297,glgA,"Glycosyl transferase, group 1",Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,13.8,13.39,13.43,12.63,11.85,12.21,13.15,12.85
CwatDRAFT_2178,glgA,"Glycosyl transferase, group 1",Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,12.52,12.5,11.9,9.91,8.53,8.57,11.22,11.38
CwatDRAFT_6377,glgA,Starch (bacterial glycogen) synthase,Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,13.83,14.18,13.73,13.09,11.04,11.79,13.1,13.78
CwatDRAFT_4840,glgB,"Glycoside hydrolase, family 13, N-terminal:Alpha amylase, catalytic region",Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,10.69,9.94,9.3,8.05,6.18,8.01,10.45,9.82
CwatDRAFT_2188,glgB1,"1,4-alpha-glucan branching enzyme",Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,13.25,13.5,13.14,11.64,11.06,10.89,12.11,12.92
CwatDRAFT_0783,glgB2,"1,4-alpha-glucan branching enzyme",Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,12.18,12.75,11.69,11.57,9.76,10.45,11.18,11.79
CwatDRAFT_1219,glgC,Glucose-1-phosphate adenylyltransferase,Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,14.28,14.44,13.48,10.98,10.61,11.34,13.88,14.54
CwatDRAFT_2051,glgP,Phosphorylase,Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,5.2,4.76,4.91,5.81,6.26,5.26,5.21,4.74
CwatDRAFT_4758,glgP,Phosphorylase,Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,11.19,10.49,11.38,14.35,14.01,14.78,11.19,9.64
CwatDRAFT_2702,glgX,"Glycogen debranching enzyme, archaeal type",Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,10.89,9.55,10.57,13.2,13.3,13.01,10.84,8.8
CwatDRAFT_3086,glk,Glucokinase,Glycolysis/Gluconeogenesis,Carbohydrate metabolism,Metabolism,6.98,8.64,9.2,8.37,8.15,7.67,7.15,8.63
CwatDRAFT_4192,glmM,Phosphoglucosamine mutase,Glycolysis/Gluconeogenesis,Carbohydrate metabolism,Metabolism,11.67,13.28,14.05,13.45,12.16,9.55,10.21,12.03
CwatDRAFT_6644,glmU,UDP-N-acetylglucosamine pyrophosphorylase,Aminosugars metabolism,Carbohydrate metabolism,Metabolism,10.09,10.32,9.13,7.41,7.03,8.25,9.35,9.96
CwatDRAFT_3766,glpX,"fructose-1,6-bisphosphatase",Glycolysis/Gluconeogenesis,Carbohydrate metabolism,Metabolism,13.69,13.99,13.18,12.22,12.28,11.7,12.5,13.57
CwatDRAFT_6264,gmd,"GDP-mannose 4,6-dehydratase",Fructose and mannose metabolism,Carbohydrate metabolism,Metabolism,10.31,10.3,10.73,10,8.62,8.42,9.44,9.73
CwatDRAFT_3533,gnd,"6-phosphogluconate dehydrogenase, decarboxylating",Pentose phosphate pathway,Carbohydrate metabolism,Metabolism,13.2,11.76,13.17,15.42,15.67,15.84,13.01,11.24
CwatDRAFT_3401,gpmB,Phosphoglycerate/bisphosphoglycerate mutase,Glycolysis/Gluconeogenesis,Carbohydrate metabolism,Metabolism,11.42,12.06,11.23,9.58,9.2,9.83,11.26,12.29
CwatDRAFT_2028,gpmI,"Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent",Glycolysis/Gluconeogenesis,Carbohydrate metabolism,Metabolism,13.05,11.88,12.83,13.31,14.24,13.94,12.14,11.24
CwatDRAFT_0516,hupL,"Nickel-dependent hydrogenase, large subunit",Glyoxylate and dicarboxylate metabolism,Carbohydrate metabolism,Metabolism,8.33,7.55,7.85,12.35,12.95,11.52,7.21,6.42
CwatDRAFT_3583,icd,"Isocitrate dehydrogenase NADP-dependent, prok type",Citrate cycle (TCA cycle),Carbohydrate metabolism,Metabolism,6.96,5.57,5.58,8,9.81,9.66,6.3,5.37
CwatDRAFT_6305,malQ,"Glycoside hydrolase, family 77",Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,11.73,9.71,8.41,7.92,8.21,9.89,10.88,9.35
CwatDRAFT_4350,mdh,Malate dehydrogenase (oxaloacetate decarboxylating),Citrate cycle (TCA cycle),Carbohydrate metabolism,Metabolism,10.18,9.06,9.01,12.33,13.83,12.37,9.11,8.24
CwatDRAFT_5886,mdh,"Malate dehydrogenase, NAD-dependent",Citrate cycle (TCA cycle),Carbohydrate metabolism,Metabolism,14.02,12.74,13.21,13.24,14.41,13.78,14.5,13.09
CwatDRAFT_0821,murA,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Aminosugars metabolism,Carbohydrate metabolism,Metabolism,9.09,11.86,11.72,10.36,8.3,7.11,7.75,10.86
CwatDRAFT_5931,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,Aminosugars metabolism,Carbohydrate metabolism,Metabolism,10.6,10.56,11.59,10.81,9.92,9.29,9.67,9.86
CwatDRAFT_2220,nagA,N-acetylglucosamine-6-phosphate deacetylase,Aminosugars metabolism,Carbohydrate metabolism,Metabolism,9.32,9.93,9.51,9.01,9.4,8.5,8.53,9.4
CwatDRAFT_1938,neuA,similar to CMP-N-acetylneuraminic acid synthetase,Aminosugars metabolism,Carbohydrate metabolism,Metabolism,11.72,11.36,10.76,10.42,9.49,9.32,11.78,11.07
CwatDRAFT_1669,pep,Protein splicing (intein) site:Phosphoenolpyruvate synthase,Citrate cycle (TCA cycle),Carbohydrate metabolism,Metabolism,12.16,11.68,12.64,11.88,13.23,12.95,12.76,11.43
CwatDRAFT_4409,pfkA1,similar to 6-phosphofructokinase,Glycolysis/Gluconeogenesis,Carbohydrate metabolism,Metabolism,9,6.73,7.34,8.27,10.94,8.17,8.89,6
CwatDRAFT_4408,pfkA2,similar to 6-phosphofructokinase,Glycolysis/Gluconeogenesis,Carbohydrate metabolism,Metabolism,10.22,8.39,9.04,10.24,12.95,10.35,9.72,7.91
CwatDRAFT_4146,pgi,Glucose-6-phosphate isomerase,Glycolysis/Gluconeogenesis,Carbohydrate metabolism,Metabolism,10.09,9.87,10.98,13.95,12.99,12.57,9.52,9.06
CwatDRAFT_2823,pgl,6-phosphogluconolactonase,Pentose phosphate pathway,Carbohydrate metabolism,Metabolism,7.75,6.41,6.9,12.31,14.18,12.1,7.03,6.05
CwatDRAFT_1801,porA,"Pyruvate decarboxylase:4Fe-4S ferredoxin, iron-sulfur binding:Pyruvate ferredoxin/flavodoxin oxidoreductase:Pyruvate flavodoxin/ferredoxin oxidoreductase, N-terminal",Citrate cycle (TCA cycle),Carbohydrate metabolism,Metabolism,9.99,7.85,8.48,10.96,13.22,12.6,9.91,7.44
CwatDRAFT_2431,ppc,Phosphoenolpyruvate carboxylase,Citrate cycle (TCA cycle),Carbohydrate metabolism,Metabolism,10.49,9.58,10.75,13.5,14.22,13.4,10.34,8.99
CwatDRAFT_5129,pvtK1,Pyruvate kinase,Glycolysis/Gluconeogenesis,Carbohydrate metabolism,Metabolism,9.71,7.94,7.85,8.29,9.57,9.39,9.08,7.62
CwatDRAFT_6560,pvtK2,Pyruvate kinase,Glycolysis/Gluconeogenesis,Carbohydrate metabolism,Metabolism,12.76,11.48,11.25,13.65,13.9,13.48,12.25,11.13
CwatDRAFT_4273,rfbG,"dTDP-glucose 4,6-dehydratase",Nucleotide sugars metabolism,Carbohydrate metabolism,Metabolism,9.33,10.52,10.41,9.58,9.37,9.38,10.3,11.24
CwatDRAFT_6117,rmlC,"dTDP-4-dehydrorhamnose 3,5-epimerase",Nucleotide sugars metabolism,Carbohydrate metabolism,Metabolism,8.79,8.85,8.48,8.24,8.56,8.76,9.14,9.15
CwatDRAFT_3476,rpppk,Ribose-phosphate pyrophosphokinase,Pentose phosphate pathway,Carbohydrate metabolism,Metabolism,12.21,11.85,11.1,11.79,12.13,12.04,11.73,11.63
CwatDRAFT_4134,sdhA,"Succinate dehydrogenase or fumarate reductase, flavoprotein subunit",Citrate cycle (TCA cycle),Carbohydrate metabolism,Metabolism,11.62,11.1,12.85,13.29,12.48,13.26,11.4,10.67
CwatDRAFT_1526,sdhB,Succinate dehydrogenase/fumarate reductase iron-sulfur protein,Citrate cycle (TCA cycle),Carbohydrate metabolism,Metabolism,11.75,12.39,11.89,10.36,10.53,10.55,11.32,12.25
CwatDRAFT_0813,sucC,"ATP-dependent carboxylate-amine ligase-like, ATP-grasp",Citrate cycle (TCA cycle),Carbohydrate metabolism,Metabolism,10.68,10.6,10.96,10.58,10.6,9.19,9.55,10.05
CwatDRAFT_0814,sucD,CoA-binding,Citrate cycle (TCA cycle),Carbohydrate metabolism,Metabolism,11.45,11.16,11.06,10.68,10.96,10.45,11.47,11.37
CwatDRAFT_3782,talAB,Transaldolase AB,Pentose phosphate pathway,Carbohydrate metabolism,Metabolism,10.95,10.35,12.02,15.23,15.29,14.84,10.92,10.15
CwatDRAFT_5302,wecB,UDP-N-acetylglucosamine 2-epimerase,Aminosugars metabolism,Carbohydrate metabolism,Metabolism,11.12,10.17,9.97,9.55,9.32,10.08,10.76,10.17
CwatDRAFT_3080,zwf,Glucose-6-phosphate dehydrogenase,Pentose phosphate pathway,Carbohydrate metabolism,Metabolism,14.07,13.3,13.3,15.71,15.9,15.64,14.03,12.89
CwatDRAFT_0344,,Glucosamine/galactosamine-6-phosphate isomerase,Aminosugars metabolism,Carbohydrate metabolism,Metabolism,8.42,10.04,10.15,10.26,10.79,11.43,9.94,11.07
CwatDRAFT_4186,,Ribonuclease E and G,Aminosugars metabolism,Carbohydrate metabolism,Metabolism,14.6,14.63,13.96,13.67,13.43,13.8,14.67,14.19
CwatDRAFT_6131,,N-acylglucosamine-6-phosphate 2-epimerase,Aminosugars metabolism,Carbohydrate metabolism,Metabolism,6.29,6.02,5.64,5.66,6.01,6.85,6.33,6.32
CwatDRAFT_0484,,similar to Cytochrome P450,Ascorbate and aldarate metabolism,Carbohydrate metabolism,Metabolism,4.55,4.35,4.29,3.88,4.04,4.07,4.74,3.96
CwatDRAFT_1842,,Cytochrome P450,Ascorbate and aldarate metabolism,Carbohydrate metabolism,Metabolism,4.74,4.34,4.49,4.61,4.35,4.3,4.69,4.24
CwatDRAFT_4161,,similar to Cytochrome P450,Ascorbate and aldarate metabolism,Carbohydrate metabolism,Metabolism,5.51,6.35,6.02,5.18,4.86,4.96,5.53,5.79
CwatDRAFT_4939,,Rieske,Ascorbate and aldarate metabolism,Carbohydrate metabolism,Metabolism,8.21,9.06,8.84,9.19,9.86,9.68,9.23,9.51
CwatDRAFT_5587,,Rieske,Ascorbate and aldarate metabolism,Carbohydrate metabolism,Metabolism,13.54,13.54,13.72,13.38,13.34,13.13,12.84,13.26
CwatDRAFT_0032,,"Carbohydrate kinase, PfkB",Fructose and mannose metabolism,Carbohydrate metabolism,Metabolism,7.82,9.21,9.55,8.71,8.73,8.68,8.65,9.76
CwatDRAFT_1075,,Mannose-6-phosphate isomerase,Fructose and mannose metabolism,Carbohydrate metabolism,Metabolism,8.88,10.51,10.55,9.27,6.97,7.6,8.36,10.21
CwatDRAFT_1209,,Mannose-1-phosphate guanylyltransferase (GDP),Fructose and mannose metabolism,Carbohydrate metabolism,Metabolism,9.14,9.43,8.94,8.29,9.05,8.72,9.1,9.58
CwatDRAFT_1947,,Nucleotidyl transferase,Fructose and mannose metabolism,Carbohydrate metabolism,Metabolism,13.12,12.4,11.36,10.41,9.66,11.6,12.37,12.23
CwatDRAFT_2856,,"Glycosyl transferase, group 1",Fructose and mannose metabolism,Carbohydrate metabolism,Metabolism,8.62,7.92,6.83,6.36,6.63,6.66,8.29,7.76
CwatDRAFT_3044,,Phosphoglucomutase/phosphomannomutase C terminal:Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain I:Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain II:Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain III,Fructose and mannose metabolism,Carbohydrate metabolism,Metabolism,11.12,10.84,10.71,9.42,9.56,9.37,10.23,10.56
CwatDRAFT_3316,,similar to GDP-D-mannose dehydratase,Fructose and mannose metabolism,Carbohydrate metabolism,Metabolism,14.26,13.75,13.15,13.7,13.53,14.3,13.96,13.93
CwatDRAFT_5736,,transferase hexapeptide repeat:Nucleotidyl transferase:Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain I,Fructose and mannose metabolism,Carbohydrate metabolism,Metabolism,11.9,11.07,11.41,11.15,10.94,10.6,11.01,10.38
CwatDRAFT_6103,,similar to dehydrogenases and related proteins,Fructose and mannose metabolism,Carbohydrate metabolism,Metabolism,4.58,4.86,4.46,4.76,5.25,4.87,4.73,4.68
CwatDRAFT_6265,,NAD-dependent epimerase/dehydratase,Fructose and mannose metabolism,Carbohydrate metabolism,Metabolism,10.83,10.94,10.91,9.88,8.6,8.73,10.5,10.52
CwatDRAFT_6680,,"Mannose-6-phosphate isomerase, type II:Cupin region",Fructose and mannose metabolism,Carbohydrate metabolism,Metabolism,7.61,7.71,7.67,8.69,10.29,8.79,7.68,7.78
CwatDRAFT_0611,,NAD-dependent epimerase/dehydratase,Galactose metabolism,Carbohydrate metabolism,Metabolism,12.48,13.29,12.98,12.15,11.05,10.22,11.39,12.38
CwatDRAFT_1203,,NAD-dependent epimerase/dehydratase,Galactose metabolism,Carbohydrate metabolism,Metabolism,7.69,6.33,7.24,7.48,7.45,5.8,6.27,6.01
CwatDRAFT_1326,,NAD-dependent epimerase/dehydratase,Galactose metabolism,Carbohydrate metabolism,Metabolism,13.91,15.51,15.09,13.44,13.11,13.41,14.98,15.73
CwatDRAFT_1283,,Pyruvate dehydrogenase (lipoamide),Glycolysis/Gluconeogenesis,Carbohydrate metabolism,Metabolism,12.74,12.11,11.71,11.07,10.81,10.65,11.44,11.16
CwatDRAFT_2190,,Phosphoglucomutase/phosphomannomutase C terminal:Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain III,Glycolysis/Gluconeogenesis,Carbohydrate metabolism,Metabolism,11.92,12.15,12.21,10.75,9.83,9.96,10.96,11.49
CwatDRAFT_2494,,Dihydrolipoamide dehydrogenase,Glycolysis/Gluconeogenesis,Carbohydrate metabolism,Metabolism,12.7,12.26,11.84,10.9,11.34,11.03,12.53,12.17
CwatDRAFT_2694,,Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain I:Phosphoglucomutase/phosphomannomutase alpha/beta/alpha domain II,Glycolysis/Gluconeogenesis,Carbohydrate metabolism,Metabolism,11.38,11.57,11.51,10.02,8.72,9.26,10.18,10.73
CwatDRAFT_3423,,Biotin/lipoyl attachment:Catalytic domain of components of various dehydrogenase complexes:E3 binding,Glycolysis/Gluconeogenesis,Carbohydrate metabolism,Metabolism,9.26,8.69,7.75,6.99,6.87,6.48,8.13,7.52
CwatDRAFT_3573,,Phosphoglycerate/bisphosphoglycerate mutase,Glycolysis/Gluconeogenesis,Carbohydrate metabolism,Metabolism,11.76,11.85,12.53,11.95,10.01,10.64,11.2,10.98
CwatDRAFT_3574,,Phosphoglycerate/bisphosphoglycerate mutase,Glycolysis/Gluconeogenesis,Carbohydrate metabolism,Metabolism,10.87,11.18,11.92,11.12,9.28,9.34,10.48,10.47
CwatDRAFT_3577,,Acylphosphatase,Glycolysis/Gluconeogenesis,Carbohydrate metabolism,Metabolism,9.69,9.62,9.26,9.08,9.71,9.33,9.94,9.75
CwatDRAFT_5760,,Phosphoglycerate/bisphosphoglycerate mutase,Glycolysis/Gluconeogenesis,Carbohydrate metabolism,Metabolism,7.74,7.65,7.5,6.76,7.12,7.53,7.91,7.85
CwatDRAFT_6388,,Pyruvate decarboxylase,Glycolysis/Gluconeogenesis,Carbohydrate metabolism,Metabolism,7.85,7.73,8.03,8.34,8.57,8.22,7.63,7.83
CwatDRAFT_0515,,"NADH ubiquinone oxidoreductase, 20 kDa subunit",Glyoxylate and dicarboxylate metabolism,Carbohydrate metabolism,Metabolism,7.84,6.56,7.04,11.98,12.97,11.81,7.1,5.89
CwatDRAFT_5626,,Methenyltetrahydrofolate cyclohydrolase,Glyoxylate and dicarboxylate metabolism,Carbohydrate metabolism,Metabolism,8.17,6.64,7.39,11.31,12.57,10.8,7.76,6.2
CwatDRAFT_6448,,"HAD-superfamily hydrolase, subfamily IA, variant 1",Glyoxylate and dicarboxylate metabolism,Carbohydrate metabolism,Metabolism,6.03,6.46,6.74,8.9,10.18,9.33,6.27,6.28
CwatDRAFT_0319,,NAD-dependent epimerase/dehydratase,Nucleotide sugars metabolism,Carbohydrate metabolism,Metabolism,8.12,7.2,7.15,7.27,7.65,6.48,7.05,7.54
CwatDRAFT_4382,,SLT:SLT,Nucleotide sugars metabolism,Carbohydrate metabolism,Metabolism,4.37,5.38,7.11,5.32,4.23,4.64,5.01,5.34
CwatDRAFT_5489,,MltA:3D,Nucleotide sugars metabolism,Carbohydrate metabolism,Metabolism,9.36,10.01,9.58,8.5,9.39,7.45,9.27,9.73
CwatDRAFT_0792,,Phosphoketolase,Pentose phosphate pathway,Carbohydrate metabolism,Metabolism,8.52,8.52,8.29,9.66,8.65,9.39,8.05,8.19
CwatDRAFT_0793,,Fructose-6-phosphate phosphoketolase,Pentose phosphate pathway,Carbohydrate metabolism,Metabolism,6.92,6.51,5.88,7.25,6.16,6.05,5.43,5.82
CwatDRAFT_0794,,Phosphoketolase,Pentose phosphate pathway,Carbohydrate metabolism,Metabolism,4.86,4.6,4.56,4.52,4.72,4.29,4.86,4.27
CwatDRAFT_2613,,similar to Glucose/sorbosone dehydrogenases,Pentose phosphate pathway,Carbohydrate metabolism,Metabolism,9.37,9.15,9.42,8.83,9.24,8.13,8.35,8.29
CwatDRAFT_2804,,"Carbohydrate kinase, thermoresistant glucokinase",Pentose phosphate pathway,Carbohydrate metabolism,Metabolism,4.32,4.36,4.37,4.24,4.47,4.18,4.48,4.37
CwatDRAFT_3007,,"Carbohydrate kinase, PfkB",Pentose phosphate pathway,Carbohydrate metabolism,Metabolism,6.48,5.76,5.63,5.88,7.18,6.4,5.73,6.39
CwatDRAFT_1078,,"Pyruvate,water dikinase",Pyruvate metabolism,Carbohydrate metabolism,Metabolism,8.96,9.05,8.67,8.57,9.89,8.98,9.24,8.91
CwatDRAFT_2052,,"D-isomer specific 2-hydroxyacid dehydrogenase, catalytic region:D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding",Pyruvate metabolism,Carbohydrate metabolism,Metabolism,4.86,5.08,4.68,4.75,4.8,4.47,4.8,4.9
CwatDRAFT_2451,,Formate C-acetyltransferase,Pyruvate metabolism,Carbohydrate metabolism,Metabolism,4.82,4.38,4.4,4.32,4.51,4.09,4.78,4.21
CwatDRAFT_2888,,hypothetical,Pyruvate metabolism,Carbohydrate metabolism,Metabolism,4.73,4.38,4.3,4.3,4.85,4.29,4.9,4.33
CwatDRAFT_3485,,Formate C-acetyltransferase,Pyruvate metabolism,Carbohydrate metabolism,Metabolism,9.42,9.29,10.98,13.21,14.72,13.37,11.09,9.77
CwatDRAFT_3775,,Formate C-acetyltransferase,Pyruvate metabolism,Carbohydrate metabolism,Metabolism,4.61,4.36,4.44,4.51,4.66,4.25,4.54,4.04
CwatDRAFT_4363,,Hydroxyacylglutathione hydrolase,Pyruvate metabolism,Carbohydrate metabolism,Metabolism,10.57,10.82,11.65,11,10.82,11.03,11.53,11.29
CwatDRAFT_5228,,N-acylneuraminate-9-phosphate synthase,Pyruvate metabolism,Carbohydrate metabolism,Metabolism,6.41,8.25,8.59,7.22,5.69,6.99,6.69,8.14
CwatDRAFT_6508,,Glyoxalase I,Pyruvate metabolism,Carbohydrate metabolism,Metabolism,8.11,9.45,9.08,7.83,7.05,6.82,7.44,9.3
CwatDRAFT_0029,,"Glycoside hydrolase, starch-binding",Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,10.24,10.66,9.88,10.95,9.76,8.61,8.96,9.77
CwatDRAFT_1689,,NUDIX hydrolase,Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,8.18,9.23,8.48,8.04,8.52,8.36,8.95,9.74
CwatDRAFT_1710,,"HAD-superfamily hydrolase, subfamily IA, variant 3",Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,8.59,9.24,9.13,10.91,11.6,10.5,9.3,9.25
CwatDRAFT_2688,,UvrD/REP helicase,Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,9.11,8.7,8.33,8.06,9.21,8.76,9.08,8.61
CwatDRAFT_3241,,"Calcium-translocating P-type ATPase, PMCA-type",Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,11.49,10.3,10.68,11.13,12.21,10.61,11.01,9.72
CwatDRAFT_3569,,"Glycoside hydrolase, family 57",Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,9.98,9.37,8.84,7.58,7.7,7.17,9.14,8.78
CwatDRAFT_3670,,"Glycoside hydrolase, family 15",Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,11.71,11.27,11.86,12.63,13.51,12.36,11.59,10.71
CwatDRAFT_3695,,"Alpha amylase, catalytic region:Alpha amylase, C-terminal all-beta",Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,13.34,11.24,9.38,8.37,9.17,10.21,12.89,11.46
CwatDRAFT_3788,,"Glycoside hydrolase, family 3, N-terminal",Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,6.92,8.03,7.7,7.31,6.19,6.96,6.96,8.07
CwatDRAFT_4112,,"Alpha amylase, catalytic region",Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,10.34,10.26,9.42,9.42,8.95,10.6,11.35,10.6
CwatDRAFT_5230,,"Alpha amylase, catalytic region",Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,9.64,8.15,9.78,11.4,11.23,12.2,8.83,7.04
CwatDRAFT_5244,,"Glycoside hydrolase, family 13, N-terminal:Alpha amylase, catalytic region",Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,9.39,8.78,9.72,13.2,12.94,12.5,8.91,8.19
CwatDRAFT_6216,,"Glycoside hydrolase, family 57",Starch and sucrose metabolism,Carbohydrate metabolism,Metabolism,13.13,12.69,11.67,10.21,10.24,10.71,12.09,12.18
CwatDRAFT_4087,,similar to Chemotaxis signal transduction protein,Bacterial chemotaxis,Cell motility,Cellular processes,6.51,7.27,7.89,7.51,7.7,7.3,7.12,7.36
CwatDRAFT_4801,,Response regulator receiver,Bacterial chemotaxis,Cell motility,Cellular processes,5.78,6.45,5.46,5.17,4.94,5.73,5.9,6.6
CwatDRAFT_5305,,hypothetical,Bacterial chemotaxis,Cell motility,Cellular processes,10.04,9.56,9.81,9.85,9.25,8.89,9.66,8.98
CwatDRAFT_5306,,Protein-glutamate O-methyltransferase,Bacterial chemotaxis,Cell motility,Cellular processes,9.38,8.91,9.3,9.64,9.23,8.76,8.51,8.36
CwatDRAFT_5307,,"Histidine kinase, HAMP region:Bacterial chemotaxis sensory transducer",Bacterial chemotaxis,Cell motility,Cellular processes,9.18,9.23,9.37,10.47,10.73,10.34,9.52,9.46
CwatDRAFT_6379,,"ATP-binding region, ATPase-like",Bacterial chemotaxis,Cell motility,Cellular processes,9.76,8.85,7.92,7.86,8.22,8.35,8.75,8.57
CwatDRAFT_6380,,sensor histidine kinase/response regulator,Bacterial chemotaxis,Cell motility,Cellular processes,8.51,7.38,6.15,6.3,6.39,7.61,8.65,7.65
CwatDRAFT_1840,ald,Alanine dehydrogenase and pyridine nucleotide transhydrogenase,Reductive carboxylate cycle (CO2 fixation),Energy metabolism,Metabolism,9.64,10.06,11.19,10.87,10.37,8.9,8.98,9.42
CwatDRAFT_4305,apcA,Phycobilisome protein,Phycobilisome,Energy metabolism,Metabolism,13.94,13.9,13.57,11.7,10.84,12.38,13.95,14.15
CwatDRAFT_0193,apcB,"Allophycocyanin, beta subunit",Phycobilisome,Energy metabolism,Metabolism,10.35,10.84,10.08,8.67,8.35,8.28,9.22,10.23
CwatDRAFT_4306,apcB,"Allophycocyanin, beta subunit",Phycobilisome,Energy metabolism,Metabolism,13.39,13.38,13.38,11.52,10.22,11.39,12.5,12.85
CwatDRAFT_4307,apcC,CpcD phycobilisome linker-like,Phycobilisome,Energy metabolism,Metabolism,10.82,9.87,10.19,8.02,7.07,8.23,9.18,9.66
CwatDRAFT_1608,apcD,Phycobilisome protein,Phycobilisome,Energy metabolism,Metabolism,10.98,11.37,10.59,9.39,8.52,9.5,10.46,11.26
CwatDRAFT_1063,apcE,Phycobilisome linker polypeptide:Phycobilisome protein,Phycobilisome,Energy metabolism,Metabolism,14.8,14.36,14.69,13.96,12.72,13.08,14.01,13.95
CwatDRAFT_6289,atpA,"ATP synthase F1, alpha subunit",ATP synthase,Energy metabolism,Metabolism,15.22,15.02,14.2,13.05,12.58,13.77,14.42,14.59
CwatDRAFT_2096,atpB,"ATP synthase F1, beta subunit",ATP synthase,Energy metabolism,Metabolism,14.81,14.69,13.95,12.58,11.75,13.76,14.23,14.58
CwatDRAFT_6290,atpC,"H+-transporting two-sector ATPase, gamma subunit",ATP synthase,Energy metabolism,Metabolism,9.93,9.7,8.59,7.11,7.07,8.73,9.35,9.82
CwatDRAFT_6288,atpD,"H+-transporting two-sector ATPase, delta (OSCP) subunit",ATP synthase,Energy metabolism,Metabolism,15.14,14.75,14.09,13,12.4,13.77,14.64,14.43
